dialogue_id,speaker,turn,act_1,act_2,act_3
37_00062,USER,What other flights are there for one person?,INFORM,REQUEST_ALTS,
37_00062,SYSTEM,I found a Delta Airlines flight that leaves at 9:50 pm with 0 stops. It costs $155.,OFFER,,
37_00062,USER,That works for me. What round trips flights can you find?,INFORM_INTENT,SELECT,
37_00062,SYSTEM,What date are you returning?,REQUEST,,
37_00062,USER,I am returning on the 3rd.,INFORM,,
37_00062,SYSTEM,Search revealed 1 flight. It is Delta Airlines and the first flight leaves at 9:50 pm. The send flight departs at 3:20 pm and the total price is $183.,OFFER,,
37_00062,USER,Which airport does it fly into and when does the second flight land?,REQUEST,,
37_00062,SYSTEM,It first flight flies into PDX International Airport and the second flight lands at 8:24 pm.,INFORM,,
37_00062,USER,That works for me. Can you get me a refundable ticket in Economy class for my short trip?,INFORM,,INFORM_INTENT
37_00062,SYSTEM,You want 1 ticket in Economy class on Delta Airlines from Los Angeles to Portland. The first flight departs today at 9:50 pm and the second flight departs at 3:20 pm the day after tomorrow. Is that right?,CONFIRM,,
37_00062,USER,"Yes, that works. What airport does the first flight depart from and when does that flight land?",REQUEST,,AFFIRM
37_00062,SYSTEM,Your booking is successful. The first flight flies out of LAX International Airport and lands at 0:20 am.,INFORM,,NOTIFY_SUCCESS
37_00062,USER,Thanks a lot.,THANK_YOU,,
37_00062,SYSTEM,Do you need anything else?,REQ_MORE,,
37_00062,USER,"No, that is all. Thanks.",NEGATE,THANK_YOU,
37_00062,SYSTEM,Have a great day.,GOODBYE,,
37_00063,USER,Could you search one-way flights for me? I am departing on the 14th of this month.,INFORM,INFORM_INTENT,
37_00063,SYSTEM,What location do you intend to travel to?,REQUEST,,
37_00063,USER,"I am going to Atlanta, GA.",INFORM,,
37_00063,SYSTEM,What location will your depart from?,REQUEST,,
37_00063,USER,I am departing from Chi-town.,INFORM,,
37_00063,SYSTEM,I discovered 3 appropriate flights for you. There is a ticket costing $129 for an outbound American Airlines flight departing at 8:40 pm with 0 stops.,OFFER,,
37_00063,USER,"Do you have alternative flights? I prefer to travel in Premium Economy, and am departing this Saturday.",INFORM,,REQUEST_ALTS
37_00063,SYSTEM,There is a ticket costing $191 for an outbound Delta Airlines flight departing at 8:30 am with 0 stops.,OFFER,,
37_00063,USER,What time does the onward flight come?,REQUEST,,
37_00063,SYSTEM,The onward flight will come at 11:31 am.,INFORM,,
37_00063,USER,That flight sounds perfect.,SELECT,,
37_00063,SYSTEM,Can I assist you with something else?,REQ_MORE,,
37_00063,USER,Could you look up round trip flights for me?,INFORM_INTENT,,
37_00063,SYSTEM,What day will you return at?,REQUEST,,
37_00063,USER,I'd like to return at the 6th of March.,INFORM,,
37_00063,SYSTEM,"I discovered 1 convenient flight for your travel. There is a ticket costing $198 for an outbound Delta Airlines flight that departs at 8:30 am, with the return flight departing at 7:50 am.",OFFER,,
37_00063,USER,That flight sounds perfect for me.,SELECT,,
37_00063,SYSTEM,Do you want me to purchase the tickets?,OFFER_INTENT,,
37_00063,USER,"Yeah, I'd like to reserve the ticket.",AFFIRM_INTENT,,
37_00063,SYSTEM,"Please verify the following information: A Premium Economy seat for 1 passenger for a Delta Airlines flight from Chicago to Atlanta, with the onward flight departing at 8:30 am tomorrow and the return flight departing at 7:50 am on next Wednesday.",CONFIRM,,
37_00063,USER,Nope. There's 3 people in my cohort.,INFORM,NEGATE,
37_00063,SYSTEM,Please verify the following information: 3 passengers for a flight departing tomorrow.,CONFIRM,,
37_00063,USER,Nope. There's four people in my cohort.,INFORM,NEGATE,
37_00063,SYSTEM,Please verify the following information: 4 passengers for a flight headed to Atlanta.,CONFIRM,,
37_00063,USER,"Yeah, that's the one.",AFFIRM,,
37_00063,SYSTEM,Your tickets are verified.,NOTIFY_SUCCESS,,
37_00063,USER,Thank you for your assistance; that's all.,THANK_YOU,GOODBYE,
37_00063,SYSTEM,Have a pleasant afternoon.,GOODBYE,,
37_00064,USER,I feel like going on a trip. Can you find me a one-way flight ticket?,INFORM_INTENT,,
37_00064,SYSTEM,"Sure, where do you want to go?",REQUEST,,
37_00064,USER,I'd like to go to Las Vegas.,INFORM,,
37_00064,SYSTEM,"Ok, and when do you want to leave?",REQUEST,,
37_00064,USER,I'd like to leave next Tuesday.,INFORM,,
37_00064,SYSTEM,"Ok, and where would you be flying out from?",REQUEST,,
37_00064,USER,I'd be flying out from Chi-town. Any airline is fine.,INFORM,,
37_00064,SYSTEM,"Ok, I found an American Airlines flight with 1 stop for $267 that leaves at 4:30 am that day.",OFFER,,
37_00064,USER,Can you see what there is that leaves from SF?,INFORM,REQUEST_ALTS,
37_00064,SYSTEM,I found 4 options for that. There's a flight with Alaska Airlines with 0 stops for $96 that leaves at 8:15 pm.,OFFER,,
37_00064,USER,Which airport does that leave from?,REQUEST,,
37_00064,SYSTEM,It would be flying out of SFO International Airport.,INFORM,,
37_00064,USER,"What airport does it arrive at, and is it refundable?",REQUEST,,
37_00064,SYSTEM,"It would be landing at McCarran International Airport, and it is refundable.",INFORM,,
37_00064,USER,What else is there?,REQUEST_ALTS,,
37_00064,SYSTEM,There's also a Delta Airlines flight with 0 stops for $109 that leaves at 10:50 am.,OFFER,,
37_00064,USER,That one sounds perfect.,SELECT,,
37_00064,SYSTEM,Do you want me to buy you tickets?,OFFER_INTENT,,
37_00064,USER,"No, not yet. Can you see what's available round trip that would return on March 7th?",INFORM,INFORM_INTENT,NEGATE_INTENT
37_00064,SYSTEM,There's a Delta Airlines flight for $116 that leaves at 10:50 am with a return flight at 10:50 pm.,OFFER,,
37_00064,USER,What airport does it fly to?,REQUEST,,
37_00064,SYSTEM,It would land in McCarran International Airport.,INFORM,,
37_00064,USER,"Is the ticket refundable, and what time does the return flight land?",REQUEST,,
37_00064,SYSTEM,Unfortunately the ticket is not refundable. It would land at 0:25 am.,INFORM,,
37_00064,USER,That one sounds fine.,SELECT,,
37_00064,SYSTEM,Should I buy tickets?,OFFER_INTENT,,
37_00064,USER,"Yes, go ahead and book tickets for that flight.",AFFIRM_INTENT,,
37_00064,SYSTEM,"Ok, just to confirm, you'd like to buy 1 ticket in Economy on Delta Airlines from San Francisco to Las Vegas, leaving next Tuesday at 10:50 am and returning next Thursday at 10:50 pm. Is that right?",CONFIRM,,
37_00064,USER,"Yes, that sounds fine. When do I land on the way there and which airport would I be flying out from?",REQUEST,,AFFIRM
37_00064,SYSTEM,You'd be flying out of SFO International Airport and landing at 12:25 pm.,INFORM,,NOTIFY_SUCCESS
37_00064,USER,"Great, thanks. That's all.",THANK_YOU,GOODBYE,
37_00064,SYSTEM,"Sure, have a good day.",GOODBYE,,
37_00065,USER,I'd like you to find me some one-way flights.,INFORM_INTENT,,
37_00065,SYSTEM,I can do that. When did you want to leave and where from?,REQUEST,,
37_00065,USER,"I'd prefer to go Economy, and I'll be leaving from San Diego on Tuesday next week.",INFORM,,
37_00065,SYSTEM,What are you headed then?,REQUEST,,
37_00065,USER,"I'll be flying to Sydney, NSW.",INFORM,,
37_00065,SYSTEM,"Okay, I've found 4 flights for you. There's an Alaska Airlines flight at $245. It leaves at 6:45 am and has 1 layover.",OFFER,,
37_00065,USER,"Actually, let's switch to Premium Economy. Are there any flights fitting that criteria?",INFORM,REQUEST_ALTS,
37_00065,SYSTEM,"Yes, there's a Delta Airlines flight at $507. It leaves at 11:05 am and also has 1 layover.",OFFER,,
37_00065,USER,Let's keep looking. I've got four people that will be flying.,INFORM,REQUEST_ALTS,
37_00065,SYSTEM,How about a United Airlines flight at $522? This one leaves at 7:20 am and has 1 layover.,OFFER,,
37_00065,USER,That will work for me.,SELECT,,
37_00065,SYSTEM,Did you want to purchase tickets for it now?,OFFER_INTENT,,
37_00065,USER,"No, I'll wait. Could you look at round trip flights for me now?",INFORM_INTENT,NEGATE_INTENT,
37_00065,SYSTEM,When did you want to make the return trip?,REQUEST,,
37_00065,USER,I'd be returning on Thursday next week.,INFORM,,
37_00065,SYSTEM,"Alright, I've found 1 flight that'll work well for you. It's a United Airlines flight at $503. The flight out leaves at 7:20 am, and the trip back takes off at 10:05 pm.",OFFER,,
37_00065,USER,That'll work. This will be a short trip. Can you buy the tickets for me?,INFORM_INTENT,SELECT,
37_00065,SYSTEM,"Before I buy them, let's review. The first flight is from San Diego to Sydney on United Airlines. It takes off at 7:20 am next Tuesday. The trip back is next Thursday at 10:05 pm. Both flights have 4 passengers at Premium Economy seating.",CONFIRM,,
37_00065,USER,"Right, that's perfect. When does the flight out arrive? Also, are these tickets refundable?",REQUEST,,AFFIRM
37_00065,SYSTEM,"I've confirmed the ticket purchase. The flight arrives at 1:06 pm, but unfortunately tickets are non-refundable.",INFORM,,NOTIFY_SUCCESS
37_00065,USER,"Okay, that's all I need for now. Thank you.",THANK_YOU,GOODBYE,
37_00065,SYSTEM,Enjoy the rest of your day.,GOODBYE,,
37_00066,USER,Can you find me a one-way flight? I prefer Premium Economy.,INFORM,INFORM_INTENT,
37_00066,SYSTEM,"What destination did you have in mind? Did you want to leave from anywhere in particular, and if so when?",REQUEST,,
37_00066,USER,"I'll be flying to Los Angeles via Atlanta, GA on Monday next week. Try to get Economy seating.",INFORM,,
37_00066,SYSTEM,Sure. I've found 4 flights that will fit. There's an American Airlines flight at $184. It leaves at 9:35 am and has 0 layovers.,OFFER,,
37_00066,USER,Are there any other flights that'll do?,REQUEST_ALTS,,
37_00066,SYSTEM,"Yes, there's a Delta Airlines option at $150. It leaves at 10:20 pm and also has 0 layovers.",OFFER,,
37_00066,USER,Let's keep looking. What else is there?,REQUEST_ALTS,,
37_00066,SYSTEM,There's a Southwest Airlines flight at $164. It takes off at 1:30 pm and has 0 layovers.,OFFER,,
37_00066,USER,Which airport does it land in?,REQUEST,,
37_00066,SYSTEM,It'll arrive at LAX International Airport.,INFORM,,
37_00066,USER,"And which airport is is taking off from? Also, is the ticket refundable?",REQUEST,,
37_00066,SYSTEM,"Sadly it is not refundable, but it departs from Hartsfield-Jackson International Airport.",INFORM,,
37_00066,USER,"That sounds like a good choice, but can you search for round trip flights now?",INFORM_INTENT,SELECT,
37_00066,SYSTEM,When do you intend to fly back?,REQUEST,,
37_00066,USER,I'll be coming back on the 6th of this month.,INFORM,,
37_00066,SYSTEM,There's a Southwest Airlines flight that'll work. It's priced at $239 and takes off at 1:30 pm. The trip back leaves at 1 pm.,OFFER,,
37_00066,USER,That option will work for me.,SELECT,,
37_00066,SYSTEM,Do you want me to buy tickets for it now?,OFFER_INTENT,,
37_00066,USER,"Yea, go ahead and book the flight.",AFFIRM_INTENT,,
37_00066,SYSTEM,"Before I do, let's confirm. You're flying from Atlanta to Los Angeles on Southwest Airlines. The flight there is on next Monday at 1:30 pm, and the flight back is next Wednesday at 1 pm. You'll be getting 1 ticket in Economy class.",CONFIRM,,
37_00066,USER,There are actually four people in my group.,INFORM,NEGATE,
37_00066,SYSTEM,"Okay, let's be sure then. The number of people flying is 4, and the return date will be next Wednesday?",CONFIRM,,
37_00066,USER,I changed my mind. I just want a ticket for one person now.,INFORM,NEGATE,
37_00066,SYSTEM,"Sure. So, you want 1 ticket for the flight which will head out of Atlanta at 1:30 pm?",CONFIRM,,
37_00066,USER,"Yes, that's what I need.",AFFIRM,,
37_00066,SYSTEM,Your ticket is confirmed.,NOTIFY_SUCCESS,,
37_00066,USER,"Okay, thanks for the assistance.",THANK_YOU,,
37_00066,SYSTEM,Do you need anything else?,REQ_MORE,,
37_00066,USER,"No, I'm good for now.",NEGATE,THANK_YOU,
37_00066,SYSTEM,Enjoy the rest of your day.,GOODBYE,,
37_00067,USER,Can you find me a one-way flight for three people?,INFORM,INFORM_INTENT,
37_00067,SYSTEM,Where will you be leaving from? when will you leave? and Where are you planning to visit?,REQUEST,,
37_00067,USER,I am leaving from Vegas on March 5th and heading to San Francisco.,INFORM,,
37_00067,SYSTEM,"I found 4 suitable flights. How about an American Airlines flight that leaves at 10:55 am, has 0 stops and costs $119 per ticket.",OFFER,,
37_00067,USER,When does the onward flight arrive and which airport does it depart from?,REQUEST,,
37_00067,SYSTEM,The flight arrives at 12:30 pm and departs from McCarran International Airport.,INFORM,,
37_00067,USER,Are there any other flights available?,REQUEST_ALTS,,
37_00067,SYSTEM,"There is a Delta Airlines flight that leaves at 10:50 pm, has 0 stops and costs $103 per ticket.",OFFER,,
37_00067,USER,Are there any other flights?,REQUEST_ALTS,,
37_00067,SYSTEM,"There is a Southwest Airlines flight that leaves at 9:55 am, has 0 stops and costs $114 per ticket.",OFFER,,
37_00067,USER,That sounds good. Can you search for round trip flights for me? I want to get back on the 9th and any class is fine.,INFORM,,INFORM_INTENT
37_00067,SYSTEM,"I found 1 flight. There is a Southwest Airlines flight that leaves at 9:55 am, returns at 12:50 pm and costs $153 per ticket.",OFFER,,
37_00067,USER,That sounds good. I plan to go on a short trip. can you help me buy tickets?,INFORM_INTENT,SELECT,
37_00067,SYSTEM,Please confirm 3 Economy class tickets for a Southwest Airlines flight from Las Vegas to San Francisco leaving next Tuesday at 9:55 am and returning on March 9th at 12:50 pm.,CONFIRM,,
37_00067,USER,"Yes, that sounds good.",AFFIRM,,
37_00067,SYSTEM,Your ticket is confirmed.,NOTIFY_SUCCESS,,
37_00067,USER,Thanks for the help. That's all I need.,THANK_YOU,GOODBYE,
37_00067,SYSTEM,Have a wonderful day.,GOODBYE,,
37_00068,USER,Would you find me one way flights?,INFORM_INTENT,,
37_00068,SYSTEM,Where would you like to visit?,REQUEST,,
37_00068,USER,I want to go to Atlanta.,INFORM,,
37_00068,SYSTEM,When will you leave?,REQUEST,,
37_00068,USER,I will leave on 12th of March.,INFORM,,
37_00068,SYSTEM,Where are you leaving from?,REQUEST,,
37_00068,USER,I am leaving from SFO.,INFORM,,
37_00068,SYSTEM,I have 5 flights that should be good. What about this Alaska Airlines flight that leaves at 4:30 am and has 1 stop? It costs $286.,OFFER,,
37_00068,USER,Which airport does the flight leave from? When does the outbound flight arrive?,REQUEST,,
37_00068,SYSTEM,The flight goes to SFO International Airport at 2:56 pm.,INFORM,,
37_00068,USER,Do you have any other flights available?,REQUEST_ALTS,,
37_00068,SYSTEM,I have this American Airlines flight. The outbound flight leaves at 2:15 pm and has 1 stop. It costs $305.,OFFER,,
37_00068,USER,Do you have anything else? My favorite airline is United Airlines.,INFORM,REQUEST_ALTS,
37_00068,SYSTEM,I have a United Airlines flight that leaves at 10:15 am and has 0 stops. It costs $194.,OFFER,,
37_00068,USER,That sounds gret. Could you search for round trip flights for me? I have one person in my group.,INFORM,INFORM_INTENT,SELECT
37_00068,SYSTEM,When will you return?,REQUEST,,
37_00068,USER,I like flying economy and want to get back on March 14th.,INFORM,,
37_00068,SYSTEM,There is a United Airlines flight that leaves at 10:15 am and the return leaves at 3 pm. It costs $192.,OFFER,,
37_00068,USER,Which airport does the flight arrive at?,REQUEST,,
37_00068,SYSTEM,It will go to Hartsfield-Jackson International Airport.,INFORM,,
37_00068,USER,That flight sounds good. I want to go on a short trip. Could you help me buy flight tickets?,INFORM_INTENT,SELECT,
37_00068,SYSTEM,Please confirm that you want to leave from San Francisco on March 12th and are going to Atlanta on United Airlines at March 14th. The outbound flight leaves at 10:15 am and return leaves at 3 pm. You need 1 ticket and are traveling economy class. Does this sound right?,CONFIRM,,
37_00068,USER,"Yes, that sounds good.",AFFIRM,,
37_00068,SYSTEM,Your ticket has been confirmed.,NOTIFY_SUCCESS,,
37_00068,USER,Thank you for helping. That is all I needed.,THANK_YOU,GOODBYE,
37_00068,SYSTEM,Have a great day.,GOODBYE,,
37_00069,USER,Can you please find me some one-way flights to LA?,INFORM,INFORM_INTENT,
37_00069,SYSTEM,When do you plan to leave?,REQUEST,,
37_00069,USER,I am leaving on March 12th.,INFORM,,
37_00069,SYSTEM,Where are you leaving from?,REQUEST,,
37_00069,USER,"I'm leaving from Phoenix, AZ.",INFORM,,
37_00069,SYSTEM,I found 4 flights for you. There us an American Airlines flight that leaves at 7:35 am and has 0 layovers. The price per ticket is $96.,OFFER,,
37_00069,USER,"Are there any other available flights? I am leaving from Seattle, WA and I need 1 ticket.",INFORM,,REQUEST_ALTS
37_00069,SYSTEM,There is an Alaska Airlines flight leaving at 3:45 pm and has 0 stops. The price per ticket is $123.,OFFER,,
37_00069,USER,Which airport does it depart from?,REQUEST,,
37_00069,SYSTEM,The flight departs from Seattle-Tacoma International Airport.,INFORM,,
37_00069,USER,That sounds good.,SELECT,,
37_00069,SYSTEM,Shall I book the tickets?,OFFER_INTENT,,
37_00069,USER,No thank you.,NEGATE_INTENT,,
37_00069,SYSTEM,Shall I help you with anything else?,REQ_MORE,,
37_00069,USER,"Can you search round trip flights, in economy?",INFORM,INFORM_INTENT,
37_00069,SYSTEM,When are you coming back?,REQUEST,,
37_00069,USER,I would like to return on the 14th of this month. I want the tickets to be refundable.,INFORM,,
37_00069,SYSTEM,There is an Alaska Airlines flight leaving at 3:45 pm and a return flight at 7:10 pm. The price per ticket is $137.,OFFER,,
37_00069,USER,That flight sounds good.,SELECT,,
37_00069,SYSTEM,Should I buy the tickets?,OFFER_INTENT,,
37_00069,USER,Yes please.,AFFIRM_INTENT,,
37_00069,SYSTEM,Please confirm the following: Booking 1 ticket in economy from Seattle to Los Angeles on Alaska Airlines on March 12th and returning March 14th. The flight leaves 3:45 pm and returns at 7:10 pm.,CONFIRM,,
37_00069,USER,"Yes, that is correct. What airport does it arrive at?",REQUEST,AFFIRM,
37_00069,SYSTEM,Your ticket is confirmed. The destination is LAX International Airport.,INFORM,NOTIFY_SUCCESS,
37_00069,USER,"Thank you for your help, that is all.",THANK_YOU,GOODBYE,
37_00069,SYSTEM,Have a wonderful day.,GOODBYE,,
37_00070,USER,"I will be taking a flight so I need you to help me find a one-way flight. I will be flying from London, England, and my destination will be SFO.",INFORM,,INFORM_INTENT
37_00070,SYSTEM,Do you know the time of your departure?,REQUEST,,
37_00070,USER,I usually take the Premium Economy class. I will be flying on 12th of this month.,INFORM,,
37_00070,SYSTEM,I see that an American Airlines flight has a flight leaving at 3:05 pm and the flight has 1 stop. The ticket will be costing you $534.,OFFER,,
37_00070,USER,Can you see if there are other options available. I want to travel in Economy class. I will be flying from Portland.,INFORM,,REQUEST_ALTS
37_00070,SYSTEM,"I can see that a Delta Airlines flight departs at 8:45 am, and it has 0 stops. The ticket will be costing you $102.",OFFER,,
37_00070,USER,Can you see if there are other flight which I can take? I will be flying with 3 other people.,INFORM,REQUEST_ALTS,
37_00070,SYSTEM,I see that a Southwest Airlines flight will be leaving at 3:15 pm with 0 stops. The ticket will be costing you $114.,OFFER,,
37_00070,USER,This flight suits me well. Would you be able to see for a round trip flight?,INFORM_INTENT,SELECT,
37_00070,SYSTEM,When will you be returning?,REQUEST,,
37_00070,USER,I will be returning from my trip on 14th of March.,INFORM,,
37_00070,SYSTEM,I see that 1 flight suits to your request and it is a Southwest Airlines flight which leaves at 3:15 pm and will be returning at 11:30 pm. The total cost of the ticket will be $126.,OFFER,,
37_00070,USER,Which is the arrival time of my return flight?,REQUEST,,
37_00070,SYSTEM,Your return flight will arrive at destination at 1:23 am.,INFORM,,
37_00070,USER,Will I be able to refund the ticket? From which airport will the flight leave?,REQUEST,,
37_00070,SYSTEM,Your ticket can not be refunded. The flight leaves from PDX International Airport.,INFORM,,
37_00070,USER,This flight seems good. I will be having a short trip so help me to buy flight tickets.,INFORM_INTENT,SELECT,
37_00070,SYSTEM,Can you please confirm that you want to have tickets for 3 people in the economy class for a Southwest Airlines flight from Portland to San Francisco with departure being March 12th at 3:15 pm and the return on March 14th at 11:30 pm.,CONFIRM,,
37_00070,USER,That seems nice. When the departure flight arrives.,REQUEST,AFFIRM,
37_00070,SYSTEM,Your ticket has been bought your departure flight arrives at 5:08 pm.,INFORM,NOTIFY_SUCCESS,
37_00070,USER,I appreciate it. That would be all.,THANK_YOU,GOODBYE,
37_00070,SYSTEM,Have a good time!,GOODBYE,,
37_00071,USER,Can you find me some one-way flights? Preferably Delta Airlines. I will be leaving on March 1st.,INFORM,,INFORM_INTENT
37_00071,SYSTEM,Where would you like to visit and where will you be leaving from?,REQUEST,,
37_00071,USER,"I will be leaving from Seattle, WA and traveling to Mexico City.",INFORM,,
37_00071,SYSTEM,There is a Delta Airlines flight that has an outbound flight at 8:45 am with 1 stop. The price of this ticket is $279.,OFFER,,
37_00071,USER,When will the onward flight arrive and to which airport does the flight arrive?,REQUEST,,
37_00071,SYSTEM,The flight will arrive at Benito Juarez International Airport. The onward flight will arrive at 8:05 pm,INFORM,,
37_00071,USER,Sounds good to me. Can you find some round trip flights for me as well?,INFORM_INTENT,SELECT,
37_00071,SYSTEM,When will you be coming back?,REQUEST,,
37_00071,USER,I have 2 people in my group. I want to be back on March 3rd.,INFORM,,
37_00071,SYSTEM,There is 1 convenient flight for your trip. It is a Delta Airlines flight that has an outbound flight at 8:45 am and a return flight that leaves at 1:45 pm. The price of the ticket is $301.,OFFER,,
37_00071,USER,This sounds good to me. It will be a short trip. Can you help with purchasing tickets?,INFORM_INTENT,SELECT,
37_00071,SYSTEM,Please doublecheck the details: The flight will be from Seattle to Mexico City on Delta Airlines. It will depart today and the return date will be the day after tomorrow. The onward flight leaves at 8:45 am and the return flight will leave at 1:45 pm. The seating is Economy and it will be for 2 people.,CONFIRM,,
37_00071,USER,"Yes, that sounds pretty good.",AFFIRM,,
37_00071,SYSTEM,I have confirmed and purchased your ticket.,NOTIFY_SUCCESS,,
37_00071,USER,Thank you very much.,THANK_YOU,,
37_00071,SYSTEM,Can I help with anything else?,REQ_MORE,,
37_00071,USER,"No, thank you very much.",NEGATE,THANK_YOU,
37_00071,SYSTEM,Have a great day!,GOODBYE,,
37_00072,USER,I want to purchase a one-way flight to Las Vegas.,INFORM,INFORM_INTENT,
37_00072,SYSTEM,From which airport will you be departing?,REQUEST,,
37_00072,USER,I am flying out of LAX on the 6th. I don't care which class you book me a seat in.,INFORM,,
37_00072,SYSTEM,The search has returned 4 possible flights. I've found an American Airlines flight that leaves at 8:25 pm with 0 layovers. The cost of a ticket is $96.,OFFER,,
37_00072,USER,At what time does the flight arrive?,REQUEST,,
37_00072,SYSTEM,The flight touches down at 9:35 pm.,INFORM,,
37_00072,USER,Am I able to refund the ticket?,REQUEST,,
37_00072,SYSTEM,"I am sorry, but you are not able to refund the ticket.",INFORM,,
37_00072,USER,I would like to book that flight.,SELECT,,
37_00072,SYSTEM,Can you please confirm that you would like to book the flight?,OFFER_INTENT,,
37_00072,USER,"I've changed my mind. I would like to purchase a round trip flight, coming home on March 9th.",INFORM,INFORM_INTENT,NEGATE_INTENT
37_00072,SYSTEM,There is 1 flight that meets your criteria. It is an American Airlines flight that leaves at 8:25 pm and returns at 10:55 am. A ticket will cost $91.,OFFER,,
37_00072,USER,I would like to book that trip.,INFORM_INTENT,SELECT,
37_00072,SYSTEM,Please verify the following is correct. 1 ticket from Los Angeles to Las Vegas on American Airlines. Leaving on next Wednesday and returning on March 9th. The flight departs at 8:25 pm and returns at 10:55 am. Your class is Economy.,CONFIRM,,
37_00072,USER,"Yes, that is correct. Remind me again, from where does the flight depart?",REQUEST,AFFIRM,
37_00072,SYSTEM,Verification processed. The flight leaves from LAX international Airport.,INFORM,NOTIFY_SUCCESS,
37_00072,USER,Thank you for your help.,THANK_YOU,GOODBYE,
37_00072,SYSTEM,Enjoy the rest of your day.,GOODBYE,,
37_00073,USER,Can you find one-way flights to New York on the 10th of this month?,INFORM,,INFORM_INTENT
37_00073,SYSTEM,Where are you leaving from?,REQUEST,,
37_00073,USER,I'm leaving from Seattle. I want to travel United Airlines.,INFORM,,
37_00073,SYSTEM,I found 1 flight that matches your request. There is a United Airlines flight that leaves at 10:10 am with 1 stop for $324.,OFFER,,
37_00073,USER,"Yes, that sounds good.",SELECT,,
37_00073,SYSTEM,Do you want to purchase tickets?,OFFER_INTENT,,
37_00073,USER,"No, not right now.",NEGATE_INTENT,,
37_00073,SYSTEM,Anything else I can do for you?,REQ_MORE,,
37_00073,USER,Can you find round trip flights?,INFORM_INTENT,,
37_00073,SYSTEM,When are you returning?,REQUEST,,
37_00073,USER,There are 3 people in the group. We are returning on March 12th.,INFORM,,
37_00073,SYSTEM,I found 1 flight that matches your request. There is a United Airlines flight that leaves at 10:10 am and the return flight leaves at 5:10 am. the ticket is $313.,OFFER,,
37_00073,USER,When does the onward flight come in and what airport does the flight depart from?,REQUEST,,
37_00073,SYSTEM,The flight leaves from Seattle-Tacoma International Airport. The onward flight gets in at 11:20 pm.,INFORM,,
37_00073,USER,"Sounds good. It is a short trip. Can you help me buy tickets, please?",INFORM_INTENT,SELECT,
37_00073,SYSTEM,Please confirm: 3 economy seats via United Airlines from Seattle to New York. The flight departs March 10th and returns March 12th. The onward flight leaves at 10:10 am and the return flight leaves at 5:10 am.,CONFIRM,,
37_00073,USER,"Yes, sounds great.",AFFIRM,,
37_00073,SYSTEM,Your ticket was booked.,NOTIFY_SUCCESS,,
37_00073,USER,Thanks so much.,THANK_YOU,,
37_00073,SYSTEM,Anything I can help you with?,REQ_MORE,,
37_00073,USER,"No, that's all.",NEGATE,THANK_YOU,
37_00073,SYSTEM,Have a great day.,GOODBYE,,
37_00074,USER,Can you locate one-way flights for me?,INFORM_INTENT,,
37_00074,SYSTEM,Where are you wanting to go?,REQUEST,,
37_00074,USER,"I am going to Seattle, WA.",INFORM,,
37_00074,SYSTEM,What is your point of departure and when do you want to leave?,REQUEST,,
37_00074,USER,I want to leave from NYC on March 7th.,INFORM,,
37_00074,SYSTEM,"I have located 4 suitable flights for you, one of which is an American Airlines flight. This flight will depart at 3:40 pm and it has 1 stop. You can buy the ticket for $289.",OFFER,,
37_00074,USER,What time does the flight get there?,REQUEST,,
37_00074,SYSTEM,The onward flight will get there at 8:45 pm.,INFORM,,
37_00074,USER,Can the ticket be refunded? What is the airport the flight will arrive at?,REQUEST,,
37_00074,SYSTEM,"The flight lands at Seattle-Tacoma International Airport. Sorry, but the ticket is not refundable.",INFORM,,
37_00074,USER,That flight sounds to me.,SELECT,,
37_00074,SYSTEM,Would you like to purchase tickets for the flight?,OFFER_INTENT,,
37_00074,USER,"No, I don't want to purchase a ticket.",NEGATE_INTENT,,
37_00074,SYSTEM,Is there anything else I can help you with?,REQ_MORE,,
37_00074,USER,Can you look up round trip flights for me? I would like to come back on the 9th of this month.,INFORM,INFORM_INTENT,
37_00074,SYSTEM,I have located 1 convenient flight for your trip. It is on American Airlines leaving at 3:40 pm and the return flight will depart at 4 pm. The ticket cost is $301.,OFFER,,
37_00074,USER,What airport does the flight go to? Can the ticket be refunded?,REQUEST,,
37_00074,SYSTEM,"The flight arrives at Seattle-Tacoma International Airport. Sorry, but the ticket cannot be refunded.",INFORM,,
37_00074,USER,This flight sounds fine to me. I want to go on a short trip. Will you help me buy flight tickets for Economy class?,INFORM,INFORM_INTENT,SELECT
37_00074,SYSTEM,"Can you confirm the following details for me? The flight leaves New York, goes to Seattle on American Airlines and leaves next Thursday. The flight comes back March 9th and the onward flight departs at 3:40 pm. The return flight departs at 4 pm. It's an economy class ticket and the number of passengers is 1.",CONFIRM,,
37_00074,USER,"Yes, that sounds fine with me.",AFFIRM,,
37_00074,SYSTEM,The ticket has been confirmed.,NOTIFY_SUCCESS,,
37_00074,USER,"Thank you for all your help, that's all I was needing.",THANK_YOU,GOODBYE,
37_00074,SYSTEM,Have a great day.,GOODBYE,,
37_00075,USER,I need help finding a one way flight out of LA.,INFORM,INFORM_INTENT,
37_00075,SYSTEM,When do you plan on leaving?,REQUEST,,
37_00075,USER,I'd like to leave on the 2nd of this month.,INFORM,,
37_00075,SYSTEM,Where are you headed?,REQUEST,,
37_00075,USER,I'm going to be traveling to Chicago.,INFORM,,
